machine_sn,timestamp,cpu_usage,gpu_usage
908b9491de34017ccf964d5e,3041046,13.00832843218688,4.484228961206438
908b9491de34017ccf964d5e,3054707,12.649048482705275,4.013003305999992
908b9491de34017ccf964d5e,2904164,13.824643423668965,5.173824218577186
908b9491de34017ccf964d5e,3683383,17.514326872380387,1.0995583721123916
908b9491de34017ccf964d5e,2961920,41.11429436875989,7.300804185557998
908b9491de34017ccf964d5e,3654106,15.495892885769004,4.049893861024624
908b9491de34017ccf964d5e,2895836,15.9358093570519,5.846602209886248
908b9491de34017ccf964d5e,2899069,15.250428641393883,5.353521493275337
908b9491de34017ccf964d5e,2902345,14.31829723150691,5.159032877471922
908b9491de34017ccf964d5e,2910783,14.541712022773956,6.620390892027281
908b9491de34017ccf964d5e,3366366,10.203019356029802,7.325643401024903
908b9491de34017ccf964d5e,2873983,39.39868256362352,7.720301134989314
908b9491de34017ccf964d5e,2891091,18.50198182231811,6.316629306309022
908b9491de34017ccf964d5e,2948506,34.73629651527661,7.58226892403129
908b9491de34017ccf964d5e,3652023,17.61906477593802,5.627083473210077
908b9491de34017ccf964d5e,2919315,15.517958673595643,6.838176758637812
908b9491de34017ccf964d5e,2941030,22.91490605834037,8.732616749680274
908b9491de34017ccf964d5e,2974466,29.846481504171106,5.499641412572254
908b9491de34017ccf964d5e,2878495,30.383112251114035,6.856741764890015
908b9491de34017ccf964d5e,2953635,42.50481096800576,7.055155392689693
908b9491de34017ccf964d5e,2972812,44.32681739804485,6.412080439047799
908b9491de34017ccf964d5e,3067254,12.678587876281572,4.549826867682755
908b9491de34017ccf964d5e,3366315,9.842291602116084,5.571347987648804
908b9491de34017ccf964d5e,3631910,19.334742059413237,13.3646201468893
908b9491de34017ccf964d5e,3633078,19.21831012395607,13.000742755374823
908b9491de34017ccf964d5e,3669833,16.083936604468366,1.8045434910640903
908b9491de34017ccf964d5e,3717554,13.57555567004251,0.3427238089085503
908b9491de34017ccf964d5e,3054113,12.265250525490249,4.433675705907864
908b9491de34017ccf964d5e,3151316,16.48403373979775,1.7727649386664563
908b9491de34017ccf964d5e,2602535,15.394181063929048,3.154378518894156
908b9491de34017ccf964d5e,2646960,28.10586360169393,2.1640422469461367
908b9491de34017ccf964d5e,2967056,34.65293573288281,5.265458936217525
